tds,turbidity,temp
105.3606315199417,32.939335011624095,28.0133019558281
181.3722153392013,5.930262803197073,27.072011125631654
153.52169772607635,0.2663736878395214,28.325315837064522
137.3319240968648,26.86126137487198,28.45839530147385
146.79261233115943,4.66538064238233,26.434275367942316
185.6473607838283,1.1092470884741616,26.88847434519638
176.98195966086072,0.6449846761375001,27.8894882822171
151.05161135251473,18.347079435511827,27.578630185359494
120.8208956727951,0.7403873343474217,27.788239189747
122.64509671800006,9.731445129745676,27.202869250698495
177.89869408894185,17.446231565433827,28.41557858240398
116.93995440776831,34.50972221645127,28.344454354800263
151.4784760968172,6.059023866848909,27.84622148829285
235.8266982438359,66.7584967950891,28.589068844877623
168.95045342089108,6.72670522544394,28.127256539576432
176.966723757841,10.327225554080758,27.198495275981735
123.29800461843902,52.058164570516084,28.05812554885775
117.84534140453653,4.448080721816535,27.1287821794197
179.1821187165991,4.401736118577594,28.41491521091509
146.51196626430908,31.65364001772824,27.765051862309623
190.1439426196694,0.8669645823122364,27.67059634551832
159.05567178819416,14.173437753910239,27.32334931891724
262.11877303503985,5.8261773907573495,28.655778937071823
140.77632022187547,1.6461282169795275,27.69182936255184
166.5240311379258,13.407463916824202,27.500170524485824
131.05238337970502,4.380146839409951,27.55350651465824
189.14870853451657,10.422592961074994,28.172616429887345
171.343277238756,7.939480725111526,28.055810845054854
129.30876081162876,6.683084989088615,28.08891282811719
148.63224052764994,61.23370883996297,28.10157470210552
199.90461986532046,20.446417499432766,29.299153320609324
195.40902790543902,8.69636222184204,27.51550948853077
115.38884586685559,20.27253925819506,27.441430089649923
143.73609023314708,1.293082859338072,27.230359090226486
212.85749548681045,15.484541944295295,28.23118559580285
153.37980628161063,19.119554912160726,28.590280604904624
163.46279382629857,21.817271008485193,27.72023677964159
188.51390273286543,4.2091619044543265,27.21189046612623
117.7465803855554,8.242291410203574,27.222863149016135
130.0367825528567,20.283705987444566,28.25541495147729
148.54916646342198,13.486288912664067,28.32027791984241
194.32881258956434,44.60115868951893,28.18020798781364
188.36003205001788,34.52040663208978,27.334143204897913
179.67424747868628,2.6698050929099795,27.962512926146704
153.8660415730762,4.347394414035236,27.88168006639851
191.96363313924596,9.830178136774311,27.953082017710308
153.72564314713256,16.397461047144873,28.410000144563732
175.41729881324338,13.71571387137206,27.956516884142278
185.59878900891334,4.45533840688591,28.275239494150327
208.9282546996405,9.36292051660549,27.847305348642223
156.4114542520867,9.931565401342166,28.00238357908299
